paraquestion,SQL,Header
What team had ricardo serrano for the prize of combativity?,select Team Classification where Combativity Prize eq Ricardo Serrano ,"['Stage (Winner)', 'General Classification', 'Sprints Classification', 'Mountains Classification', 'Youth Classification', 'Team Classification', 'Combativity Prize']"
How many production stage managers worked with Gabriel di Chiara as Male Rep?,select COUNT(Production Stagemanager) where Male Rep. eq Gabriel Di Chiara ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
How many production stage managers worked with Gabriel di Chiara as the male rep?,select COUNT(Production Stagemanager) where Male Rep. eq Gabriel Di Chiara ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
How many production stage managers worked with Secretary Rachel Hartmann?,select COUNT(Production Stagemanager) where Secretary eq Rachel Hartmann ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
How many production stage managers worked with the secretary Rachel Hartmann?,select COUNT(Production Stagemanager) where Secretary eq Rachel Hartmann ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
Who were the performance liaisons for dramaturge Chrisena Ricci?,select Performance Liaison where Dramaturge eq Chrisena Ricci ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
Who was the first/second year rep. when Kira Josephson was the performance liaison?,select First/Second Year Rep. where Performance Liaison eq Kira Josephson ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
What year were first/second year reps Katie Pautler and Devery North?,select Year where First/Second Year Rep. eq Katie Pautler and Devery North ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
Who was the male rep. when Caroline Rhoads was artistic director?,select Male Rep. where Artistic Director eq Caroline Rhoads ,"['Year', 'Chairman', 'Artistic Director', 'Performance Liaison', 'Secretary', 'Business manager', 'Production Stagemanager', 'Dramaturge', 'Public Relations', 'First/Second Year Rep.', 'Male Rep.']"
How many different drivers were there for the team when Toyota was the manufacturer?,select COUNT(Driver) where Manufacturer eq Toyota ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
In how many different years did the race on February 27 happen?,select COUNT(Year) where Date eq February 27 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
What team had an average speed of 107.063 mph?,select Team where Average Speed (mph) eq 107.063 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
What team had a average speed of 107.063 mph?,select Team where Average Speed (mph) eq 107.063 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
What was the 2010 report?,select Report where Year eq 2010 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
Name the total number of race times for kevin harvick,select COUNT(Race Time) where Driver eq Kevin Harvick ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
Name the total race time for kevin harvick,select COUNT(Race Time) where Driver eq Kevin Harvick ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
Name the total race time for kevin harvick.,select COUNT(Race Time) where Driver eq Kevin Harvick ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
Which manufacturer made the car that won in 2004?,select Manufacturer where Year eq 2004 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
How many wins are there with Dodge vehicles?,select COUNT(Miles (km)) where Manufacturer eq Dodge ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
Who made the car that won the race on 21 May?,select Manufacturer where Date eq May 21 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
How many laps were run in the race with a winning time of 4:17:18?,select Laps where Race Time eq 4:17:18 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
What team set a winning time of 3:15:43?,select Team where Race Time eq 3:15:43 ,"['Year', 'Date', 'Driver', 'Team', 'Manufacturer', 'Laps', 'Miles (km)', 'Race Time', 'Average Speed (mph)', 'Report']"
How many different cities are represented by contestants whose height is 1.80?,select COUNT(Hometown) where Height eq 1.80 ,"['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
How tall is the contestant Alexandra Daz Bello?,select Height where Contestant eq Alexandra Díaz Bello ,"['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
How tall is contestant Alexandra Daz Bello?,select Height where Contestant eq Alexandra Díaz Bello ,"['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
Which contestant comes from Dajabón?,"select Contestant where Province, Community eq Dajabón ","['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
In which province is Villa Bisonó?,"select Province, Community where Hometown eq Villa Bisonó ","['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
Which province is Villa Bisonó?,"select Province, Community where Hometown eq Villa Bisonó ","['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
How old is the contestant Valerie Chardonnens Vargas?,select MAX(Age) where Contestant eq Valerie Chardonnens Vargas ,"['Province, Community', 'Contestant', 'Age', 'Height', 'Hometown', 'Geographical Regions']"
Who was the origianal South Korean performer when Adebayo Bolaji performed in Manchester?,select Original South Korean Performer where Original Manchester Performer eq Adebayo Bolaji ,"['Character', 'Original Manchester Performer', 'Original West End Performer', 'Original Broadway Performer', 'Original UK Tour Performer', 'Original Non-Equity US Tour Performer', 'Original Italian Tour Performer', 'Original South Korean Performer']"
What character did Lisa portray Davina Phillip?,select Character where Original Manchester Performer eq Lisa Davina Phillip ,"['Character', 'Original Manchester Performer', 'Original West End Performer', 'Original Broadway Performer', 'Original UK Tour Performer', 'Original Non-Equity US Tour Performer', 'Original Italian Tour Performer', 'Original South Korean Performer']"
Which character did Moya Angela portray?,select Character where Original Broadway Performer eq Moya Angela ,"['Character', 'Original Manchester Performer', 'Original West End Performer', 'Original Broadway Performer', 'Original UK Tour Performer', 'Original Non-Equity US Tour Performer', 'Original Italian Tour Performer', 'Original South Korean Performer']"
Which character did Richard Fleeshman portray?,select Character where Original West End Performer eq Richard Fleeshman ,"['Character', 'Original Manchester Performer', 'Original West End Performer', 'Original Broadway Performer', 'Original UK Tour Performer', 'Original Non-Equity US Tour Performer', 'Original Italian Tour Performer', 'Original South Korean Performer']"
Who was the Manchester performer of the character of Lisa Davina Phillip?,select Original Manchester Performer where Original West End Performer eq Lisa Davina Phillip ,"['Character', 'Original Manchester Performer', 'Original West End Performer', 'Original Broadway Performer', 'Original UK Tour Performer', 'Original Non-Equity US Tour Performer', 'Original Italian Tour Performer', 'Original South Korean Performer']"
Name the European tier for rick springfield,select European tier where Artist eq Rick Springfield ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the European tier for rick springfield.,select European tier where Artist eq Rick Springfield ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the song title for Europe,select Song title where Artist eq Europe ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the song title for europe.,select Song title where Artist eq Europe ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the number of master recording for the Doobie brothers the Doobie brothers,select COUNT(Master recording) where Artist eq Doobie Brothers The Doobie Brothers ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the number of master recording for the Doobie brothers The Doobie brothers,select COUNT(Master recording) where Artist eq Doobie Brothers The Doobie Brothers ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the number of the master recording for the Doobie brothers the Doobie brothers,select COUNT(Master recording) where Artist eq Doobie Brothers The Doobie Brothers ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the master recording for Europe,select Master recording where Artist eq Europe ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
Name the master recording for europe.,select Master recording where Artist eq Europe ,"['Year', 'Song title', 'Artist', 'Master recording', 'NA/UK/AUS/JPN/NL tier', 'European tier']"
What is the date for when the georgian name is   ?,select Date where Georgian name eq ცხოვრება და უწყება ბაგრატონიანთა ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the date for when the georgian name is    ?,select Date where Georgian name eq ცხოვრება და უწყება ბაგრატონიანთა ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the date for when the georgian name is  ?,select Date where Georgian name eq ცხოვრება და უწყება ბაგრატონიანთა ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the transliteration during the covered period is 1125-1223?,select Transliteration where Period covered eq 1125-1223 ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the transliteration during the period covered is 1125-1223?,select Transliteration where Period covered eq 1125-1223 ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
Who is the auther when the English name was histories and eulogies of the sovereigns?,select Author where English name eq Histories and Eulogies of the Sovereigns ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
Who is the Auther when the English name was histories and eulogies of the sovereigns?,select Author where English name eq Histories and Eulogies of the Sovereigns ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
Who is the auther when the transliteration is lasha-giorgis droindeli matiane?,select Author where Transliteration eq lasha-giorgis droindeli matiane ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the transliteration where the period covered is 1125-1223?,select Transliteration where Period covered eq 1125-1223 ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
What is the transliteration when the period covered is 1125-1223?,select Transliteration where Period covered eq 1125-1223 ,"['English name', 'Georgian name', 'Transliteration', 'Date', 'Author', 'Period covered']"
In which state is John Laurance (f) as a vacator?,select State (class) where Vacator eq John Laurance (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
In which state where John Laurance (f) as a vacator?,select State (class) where Vacator eq John Laurance (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
What were the causes for modification when the vacator was Henry Latimer (f)?,select Reason for change where Vacator eq Henry Latimer (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
"When the vacator was Henry Latimer (f), what were the causes for modification?",select Reason for change where Vacator eq Henry Latimer (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
"When the vacator was Henry Latimer (f), what were the causes of modification?",select Reason for change where Vacator eq Henry Latimer (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
How many times has Aaron Ogden (f) been a successor and has had a formal installation?,select COUNT(Date of successors formal installation) where Successor eq Aaron Ogden (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
How many times has Aaron Ogden (f) been a successor and had a formal installation?,select COUNT(Date of successors formal installation) where Successor eq Aaron Ogden (F) ,"['State (class)', 'Vacator', 'Reason for change', 'Successor', 'Date of successors formal installation']"
How many 5th venues were there when Doha was the 1st venue city?,select COUNT(5th Venue) where 1st Venue eq Doha ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
"When Qingdao was the 1st venue city, how many 2nd venue cities were there?",select COUNT(2nd Venue) where 1st Venue eq Qingdao ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
"When Qingdao was the 1st venue city, how many were the 2nd venue cities?",select COUNT(2nd Venue) where 1st Venue eq Qingdao ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
How many 1st venue cities were there in 2010?,select COUNT(1st Venue) where Year eq 2010 ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
"In 2010, how many 1st venue cities were there?",select COUNT(1st Venue) where Year eq 2010 ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
"When Qingdao was the 1st venue city, who was the 2nd venue?",select 2nd Venue where 1st Venue eq Qingdao ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
"When Qingdao was the 1st venue city, who was at the 2nd venue?",select 2nd Venue where 1st Venue eq Qingdao ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
What city was in the 3rd venue when Mexico City was in the 2nd?,select 3rd Venue where 2nd Venue eq Mexico City ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
What city was in the 3rd place when Mexico City was in the 2nd?,select 3rd Venue where 2nd Venue eq Mexico City ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
What city was in the 3rd place when Mexico City was in the 2nd place?,select 3rd Venue where 2nd Venue eq Mexico City ,"['Year', '1st Venue', '2nd Venue', '3rd Venue', '4th Venue', '5th Venue']"
How many seats became available in the 3rd district of Massachusetts?,select COUNT(Vacator) where District eq Massachusetts 3rd ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
How many seats became available in the 3rd Massachusetts district?,select COUNT(Vacator) where District eq Massachusetts 3rd ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Who left office on 26 November 1800?,"select Vacator where Date successor seated eq November 26, 1800 ","['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Who was the latest to take office in the 3rd Massachusetts district?,select Successor where District eq Massachusetts 3rd ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Who was the latest to take office in the 3rd district of Massachusetts?,select Successor where District eq Massachusetts 3rd ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Who was the latest to take office in the 3rd District of Massachusetts?,select Successor where District eq Massachusetts 3rd ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
List the 1930 builder.,select Builder where Date eq 1930 ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the number of builders where the withdrawn is 1951 and the number is 42.,select COUNT(Builder) where Withdrawn eq 1951 and Number eq 42 ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the date for number 1,select Date where Number eq 1 ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the date for the number 1,select Date where Number eq 1 ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the number for the operator Melbourne and metropolitan tramways board.,select Number where Operator eq Melbourne and Metropolitan Tramways Board ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the status for the operator Toronto Transit Commission.,select Status where Operator eq Toronto Transit Commission ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
List the status of the operator Toronto Transit Commission.,select Status where Operator eq Toronto Transit Commission ,"['Date', 'Builder', 'Type', 'Operator', 'Number', 'Withdrawn', 'Status']"
Which network has bob costas as studio host and darren pang as ice level reporters?,select Network where Studio host eq Bob Costas and Ice level reporters eq Darren Pang ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Which play-by-play has mike milbury as studio analyst and darren pang as ice level reporters?,select Play-by-play where Studio analysts eq Mike Milbury and Ice level reporters eq Darren Pang ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Which play-by-play has mike milbury as the studio analyst and darren pang as ice level reporters?,select Play-by-play where Studio analysts eq Mike Milbury and Ice level reporters eq Darren Pang ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Who is the color commentator when Brian Engblom is ice level reporters?,select Color commentator(s) where Ice level reporters eq Brian Engblom ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Who is play-by-play when nbc is the network and darren pang is the ice level reporters?,select Play-by-play where Network eq NBC and Ice level reporters eq Darren Pang ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Who is the studio host for 2010?,select Studio host where Year eq 2010 ,"['Year', 'Network', 'Play-by-play', 'Color commentator(s)', 'Ice level reporters', 'Studio host', 'Studio analysts']"
Who left a seat open for the district of connecticut at large,select Vacator where District eq Connecticut At-large ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Who left a seat open for the district of connecticut at large?,select Vacator where District eq Connecticut At-large ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Why was a seat left open for Connecticut at large?,select Reason for change where District eq Connecticut At-large ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
Why was a seat left open for Connecticut at-large?,select Reason for change where District eq Connecticut At-large ,"['District', 'Vacator', 'Reason for change', 'Successor', 'Date successor seated']"
What is the smallest Asian ranking?,select MIN(Rank Asia) where ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
What 2011 GDP (PPP) billions of USD has Iraq?,select 2011 GDP (PPP) billions of USD where Country eq Iraq ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
What GDP (PPP) billions of USD in 2011 does Iraq have?,select 2011 GDP (PPP) billions of USD where Country eq Iraq ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
What 2011 GDP (PPP) billions of USD has Israel?,select 2011 GDP (PPP) billions of USD where Country eq Israel ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
What GDP (PPP) billions of USD in 2011 does Israel have?,select 2011 GDP (PPP) billions of USD where Country eq Israel ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
How many Asian rank have 1 as a mideast rank?,select COUNT(Rank Asia) where Rank MidEast eq 1 ,"['Rank MidEast', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Gdp per capita for Malawi,select GDP (PPP) per capita 2010; African/World rank 2010; where Nation eq Malawi ,"['GDP (PPP) per capita 2010; African/World rank 2010;', 'Nation', 'GDP by agriculture 2010', 'GDP by industry 2010', 'GDP by services 2010', 'Total GDP (PPP) 2010; African/World rank 2010;', 'GDP real growth rate 2010']"
Gdp per capita for malawi.,select GDP (PPP) per capita 2010; African/World rank 2010; where Nation eq Malawi ,"['GDP (PPP) per capita 2010; African/World rank 2010;', 'Nation', 'GDP by agriculture 2010', 'GDP by industry 2010', 'GDP by services 2010', 'Total GDP (PPP) 2010; African/World rank 2010;', 'GDP real growth rate 2010']"
Name the gdp world rank for asian rank as 15,select GDP world rank where Asian rank eq 15 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the gdp world rank for Asian rank as 15,select GDP world rank where Asian rank eq 15 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
The gdp per capita for the world rank is 131,select GDP per capita where GDP world rank eq 131 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the gdp per capita for the world rank as 131,select GDP per capita where GDP world rank eq 131 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
The gdp per capita for the world rank is 131.,select GDP per capita where GDP world rank eq 131 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the gdp world rank for Asian rank being 20,select GDP world rank where Asian rank eq 20 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the gdp world rank for asian rank as 20,select GDP world rank where Asian rank eq 20 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the most world rank for Asian rank being 31,select MAX(World rank) where Asian rank eq 31 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the most world rank for the Asian rank being 31,select MAX(World rank) where Asian rank eq 31 ,"['Asian rank', 'World rank', 'Country', 'GDP per capita', 'GDP world rank']"
Name the subcontinent of the lowest rank for bangladesh,select MIN(Rank Subcontinent) where Country eq Bangladesh ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the lowest rank subcontinent for bangladesh,select MIN(Rank Subcontinent) where Country eq Bangladesh ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the subcontinent of the least rank for bangladesh,select MIN(Rank Subcontinent) where Country eq Bangladesh ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the rank world for the 7 rank subcontinent,select Rank World where Rank Subcontinent eq 7 ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the world rank for 7 rank subcontinent,select Rank World where Rank Subcontinent eq 7 ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp for 2011 for pakistan,select 2011 GDP (PPP) billions of USD where Country eq Pakistan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp 2011 for pakistan,select 2011 GDP (PPP) billions of USD where Country eq Pakistan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp for 2011 for Pakistanistan,select 2011 GDP (PPP) billions of USD where Country eq Pakistan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp for 2011 for 65 rank world,select 2011 GDP (PPP) billions of USD where Rank World eq 65 ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp 2011 for 65 rank world,select 2011 GDP (PPP) billions of USD where Rank World eq 65 ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the gdp for 2011 for 65 rank world.,select 2011 GDP (PPP) billions of USD where Rank World eq 65 ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the number of rank world for Bhutan,select COUNT(Rank World) where Country eq Bhutan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the rank of the world for Bhutan,select COUNT(Rank World) where Country eq Bhutan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
Name the number of rank in the world for Bhutan,select COUNT(Rank World) where Country eq Bhutan ,"['Rank Subcontinent', 'Rank Asia', 'Rank World', 'Country', '2011 GDP (PPP) billions of USD']"
How many items were listed under the world rank under the nation of Nigeria?,select COUNT(World rank) where Nation eq Nigeria ,"['African rank', 'World rank', 'Nation', 'GDP per capita', 'Total GDP world rank']"
How many items are listed under the gdp per capita under the nation of Burkina Faso?,select COUNT(GDP per capita) where Nation eq Burkina Faso ,"['African rank', 'World rank', 'Nation', 'GDP per capita', 'Total GDP world rank']"
How many items are listed under Gdp per capita under the nation of Burkina Faso?,select COUNT(GDP per capita) where Nation eq Burkina Faso ,"['African rank', 'World rank', 'Nation', 'GDP per capita', 'Total GDP world rank']"
"What is the global gdp rank when the gdp per capita was listed at $1,163?","select MIN(Total GDP world rank) where GDP per capita eq $1,163 ","['African rank', 'World rank', 'Nation', 'GDP per capita', 'Total GDP world rank']"
Name the lowest world rank for South American rank 3,select MIN(World Rank) where South American Rank eq 3 ,"['South American Rank', 'World Rank', 'Nation', '2011 (IMF)', '2008 (CIA Factbook)']"
Name the lowest ranking in the world for South American rank 3,select MIN(World Rank) where South American Rank eq 3 ,"['South American Rank', 'World Rank', 'Nation', '2011 (IMF)', '2008 (CIA Factbook)']"
Name the least world rank for South American rank 3,select MIN(World Rank) where South American Rank eq 3 ,"['South American Rank', 'World Rank', 'Nation', '2011 (IMF)', '2008 (CIA Factbook)']"
Name the South American rank for venezuela,select MIN(South American Rank) where Nation eq Venezuela ,"['South American Rank', 'World Rank', 'Nation', '2011 (IMF)', '2008 (CIA Factbook)']"
Name the south American rank for venezuela,select MIN(South American Rank) where Nation eq Venezuela ,"['South American Rank', 'World Rank', 'Nation', '2011 (IMF)', '2008 (CIA Factbook)']"
"How many weight statistics are there for players from San Francisco, CA?","select COUNT(Weight) where Home Town eq San Francisco, CA ","['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
What was the number of rickie winslow?,select MAX(#) where Name eq Rickie Winslow ,"['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
"How many height entries are there for players from Lagos, Nigeria?","select COUNT(Height) where Home Town eq Lagos, Nigeria ","['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
"How many height entries are there for players from lagos, Nigeria?","select COUNT(Height) where Home Town eq Lagos, Nigeria ","['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
What is the hometown of the players from Alvin High School?,select Home Town where High School eq Alvin ,"['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
What is the hometown of the players from the Alvin High School?,select Home Town where High School eq Alvin ,"['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
How many height entries are there for players from Bayside High School?,select COUNT(Height) where High School eq Bayside ,"['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
How many height entries are there for players from the Bayside High School?,select COUNT(Height) where High School eq Bayside ,"['Name', '#', 'Position', 'Height', 'Weight', 'Year', 'Home Town', 'High School']"
